Timestamp,Inlet Flow (L/min),Outlet Flow (L/min)
2024-02-01 00:00:00,18.59537767793949,15.002540242809632
2024-02-01 00:10:00,15.251193983327282,14.596471367594331
2024-02-01 00:20:00,12.038496093487689,9.20380091819249
2024-02-01 00:30:00,17.274485814874755,15.297619847996756
2024-02-01 00:40:00,18.75409818788546,15.28127733917556
2024-02-01 00:50:00,12.847561444975483,8.878850576780522
2024-02-01 01:00:00,10.516753757467447,9.965469389933057
2024-02-01 01:10:00,10.346925243800255,6.1538219027437
2024-02-01 01:20:00,17.347530705336407,12.807202400002412
2024-02-01 01:30:00,14.663971770627153,12.976401510347383
2024-02-01 01:40:00,12.790987059459649,10.28452986078808
2024-02-01 01:50:00,13.0745503768582,9.110279305162793
2024-02-01 02:00:00,13.88727725769976,13.162997438632214
2024-02-01 02:10:00,14.684592809135284,12.132669178959304
2024-02-01 02:20:00,14.872115397500744,11.372237878933756
2024-02-01 02:30:00,10.597967810294211,8.60444089524389
2024-02-01 02:40:00,13.267349199503599,11.242386755804635
2024-02-01 02:50:00,14.646923502997598,14.473773416126532
2024-02-01 03:00:00,14.590833784098802,9.714542005097716
2024-02-01 03:10:00,15.594288804731201,14.193793403369241
2024-02-01 03:20:00,12.394159287403484,8.198556529192821
2024-02-01 03:30:00,17.689053451859724,14.98359826874129
2024-02-01 03:40:00,11.365449132592962,11.359542177681732
2024-02-01 03:50:00,18.80862356997163,13.88075179924132
2024-02-01 04:00:00,13.478307416670885,8.604736700295202
2024-02-01 04:10:00,12.956118399655463,11.3314879778188
2024-02-01 04:20:00,13.835055821944035,9.620942621750501
2024-02-01 04:30:00,14.57625547147036,13.989241302740897
2024-02-01 04:40:00,18.1501726002781,17.65468256253608
2024-02-01 04:50:00,18.089512876134922,15.015860697924838
2024-02-01 05:00:00,16.914096003108437,13.342534450493542
2024-02-01 05:10:00,15.801645359552584,12.494772709171912
2024-02-01 05:20:00,18.41006248209933,14.625110382568714
2024-02-01 05:30:00,14.848975840730255,12.977313624835428
2024-02-01 05:40:00,12.410691661155326,11.61415910148536
2024-02-01 05:50:00,11.538770365408874,9.964251204251758
2024-02-01 06:00:00,14.40976364853836,14.250702724889605
2024-02-01 06:10:00,16.66590852988606,15.328295147965365
2024-02-01 06:20:00,13.535353650013203,12.01993799942848
2024-02-01 06:30:00,19.897913844795028,16.015479323250474
2024-02-01 06:40:00,11.6847151772632,8.744358052630806
2024-02-01 06:50:00,14.862536038855726,12.558756560431942
2024-02-01 07:00:00,13.808967849660128,10.58684597951931
2024-02-01 07:10:00,13.959544680698933,13.785936706984188
2024-02-01 07:20:00,15.041890737526764,11.479728552500653
2024-02-01 07:30:00,18.220865489360506,13.573528290064065
2024-02-01 07:40:00,11.930896407757631,8.447977375590979
2024-02-01 07:50:00,13.524976295964473,8.974015812576082
2024-02-01 08:00:00,14.748983947266005,10.860999722663077
2024-02-01 08:10:00,12.976569477372166,12.347359401557492
2024-02-01 08:20:00,12.606910838620227,11.337765723926418
2024-02-01 08:30:00,15.63756652544083,14.667771852891622
2024-02-01 08:40:00,18.736522886338797,15.004350771133778
