Timestamp,Flow_Inlet,Flow_Outlet
2024-02-01 00:00:00,15.769029131457708,13.624091731685937
2024-02-01 00:10:00,18.228806603876382,16.393045989642854
2024-02-01 00:20:00,12.351711655286516,9.339080062471565
2024-02-01 00:30:00,13.338937155180451,8.693916127029237
2024-02-01 00:40:00,12.916291351183578,9.023692908918598
2024-02-01 00:50:00,12.399276434067426,8.433107553279667
2024-02-01 01:00:00,10.727780677750916,9.652784565687064
2024-02-01 01:10:00,14.299997190948178,11.883712605514068
2024-02-01 01:20:00,16.14012853791638,13.78582935362482
2024-02-01 01:30:00,13.850277580909538,13.269304947950294
2024-02-01 01:40:00,19.841383925028016,9.551195895234498
2024-02-01 01:50:00,19.07867368763612,15.795888595282332
2024-02-01 02:00:00,14.653588445835624,14.568949258929283
2024-02-01 02:10:00,13.112536450937853,9.437528616877607
2024-02-01 02:20:00,18.2189688655603,16.8233091690647
2024-02-01 02:30:00,18.6913764718608,15.819675253952504
2024-02-01 02:40:00,14.729317785395963,14.31382242360055
2024-02-01 02:50:00,14.49066072329147,12.825193341197648
2024-02-01 03:00:00,17.98368880025287,16.68716553510349
2024-02-01 03:10:00,17.051515471048962,15.555132802190164
2024-02-01 03:20:00,14.478958420135225,9.749750107239509
2024-02-01 03:30:00,14.209694485657325,11.383206879787988
2024-02-01 03:40:00,18.160109187457586,15.471236854711718
2024-02-01 03:50:00,10.043479670253658,1.8036750913971096
2024-02-01 04:00:00,14.438040751083472,13.897319881800442
2024-02-01 04:10:00,18.744114570274917,14.201227735762632
2024-02-01 04:20:00,12.608140889614358,12.345805194961924
2024-02-01 04:30:00,16.094172757372828,12.001370468542472
2024-02-01 04:40:00,15.36646756817368,13.54556135717516
2024-02-01 04:50:00,10.207050445649262,6.223296951805153
2024-02-01 05:00:00,19.951396117012745,6.433334759134628
2024-02-01 05:10:00,19.271459119713285,14.336729480106412
2024-02-01 05:20:00,14.578610215746782,14.095729809853491
2024-02-01 05:30:00,12.915674030464205,12.015332799719433
2024-02-01 05:40:00,16.10978136368425,12.860289363655196
2024-02-01 05:50:00,10.80869473362762,6.2461249684884645
2024-02-01 06:00:00,13.902407206813454,12.5453568041202
2024-02-01 06:10:00,11.181477933420036,8.456748910116605
2024-02-01 06:20:00,16.416783176740132,16.24405916057532
2024-02-01 06:30:00,12.863038865395223,5.0131507554601
2024-02-01 06:40:00,14.13119968680678,10.503295126627275
2024-02-01 06:50:00,18.51166070052888,14.055316904008484
2024-02-01 07:00:00,11.979657986137385,9.89204101958613
2024-02-01 07:10:00,11.371611204737608,10.045833382272054
2024-02-01 07:20:00,11.50554212894064,9.040640998342464
2024-02-01 07:30:00,19.54350290587429,17.043929245871873
2024-02-01 07:40:00,19.334509226551887,19.085091181737013
2024-02-01 07:50:00,10.129676913153968,5.934187032413218
2024-02-01 08:00:00,18.31639480848527,16.265543078337853
2024-02-01 08:10:00,15.09008082539717,10.651129014938553
2024-02-01 08:20:00,17.238447028596628,16.644786957705563
2024-02-01 08:30:00,19.210574265371395,17.674271861823605
2024-02-01 08:40:00,18.13268653051499,14.280748948570862
2024-02-01 08:50:00,13.859679546955856,11.35476523234074
2024-02-01 09:00:00,19.69960259923508,9.924784479968661
