Timestamp,Inlet Flow (L/min),Outlet Flow (L/min)
2024-02-01 00:00:00,11.467130136260993,9.942957358723667
2024-02-01 00:10:00,15.839841574648428,13.20224086200365
2024-02-01 00:20:00,18.47122323758521,14.124087145257384
2024-02-01 00:30:00,17.054536091509576,15.407313254195635
2024-02-01 00:40:00,18.953548204631968,16.383188402032275
2024-02-01 00:50:00,12.799325766647316,9.64355627324424
2024-02-01 01:00:00,12.548759349716,8.95151359889256
2024-02-01 01:10:00,17.942309422631322,14.836727873293116
2024-02-01 01:20:00,10.43674361243837,7.735053802759206
2024-02-01 01:30:00,15.458087891004327,13.032129070059407
2024-02-01 01:40:00,11.02909332241411,10.377566403728766
2024-02-01 01:50:00,19.99421157411521,15.301092372126295
2024-02-01 02:00:00,14.139035231513262,12.669921419156633
2024-02-01 02:10:00,13.5405466970941,12.315708497576342
2024-02-01 02:20:00,12.30192631812066,9.167277827539461
2024-02-01 02:30:00,11.097391476318228,7.87376187447524
2024-02-01 02:40:00,16.83957696656002,12.147652837245683
2024-02-01 02:50:00,16.427693312162884,13.088809699724433
2024-02-01 03:00:00,18.56675076748597,17.451037081024246
2024-02-01 03:10:00,11.341321789536968,9.13182079125381
2024-02-01 03:20:00,12.847409337862288,11.24569827423336
2024-02-01 03:30:00,10.267460906809694,7.868594660290562
2024-02-01 03:40:00,13.710725103380042,9.799212438662599
2024-02-01 03:50:00,11.244019969104965,9.423103702304463
2024-02-01 04:00:00,17.208104376048624,13.093504765630612
2024-02-01 04:10:00,18.386446413393998,17.224333817861314
2024-02-01 04:20:00,14.935700966288803,12.654737824843673
2024-02-01 04:30:00,12.199193354378519,9.536928497911594
2024-02-01 04:40:00,17.323727040086037,13.94105116205362
2024-02-01 04:50:00,11.368143123367902,10.843017739458505
2024-02-01 05:00:00,11.367566644438988,6.390118914611212
2024-02-01 05:10:00,19.492303533420056,19.24562167533151
2024-02-01 05:20:00,12.57723450388125,8.756995934058196
2024-02-01 05:30:00,19.01150797291217,17.5372739779912
2024-02-01 05:40:00,12.950326017909997,8.752540256070564
2024-02-01 05:50:00,14.974333382684367,13.128716889799877
