Timestamp,Flow_Inlet,Flow_Outlet
2025-02-08 00:00,68.72700594236812,68.03882321266013,0.6881827297079894
2025-02-08 00:10,97.53571532049581,97.49445757107155,0.04125774942426119
2025-02-08 00:20,86.59969709057026,85.63396997496493,0.9657271156053326
2025-02-08 00:30,79.93292420985183,81.49215340676244,1.5592291969106071
2025-02-08 00:40,57.80093202212183,58.8276137704024,1.0266817482805735
2025-02-08 00:50,57.79972601681013,56.73488585226657,1.0648401645435612
2025-02-08 01:00,52.90418060840997,53.33921205062497,0.43503144221499923
2025-02-08 01:10,93.30880728874675,94.89598382073083,1.5871765319840847
2025-02-08 01:20,80.05575058716045,79.03287936708541,1.0228712200750323
2025-02-08 01:30,85.40362888980228,85.63573966000023,0.23211077019794857
2025-02-08 01:40,51.029224714790125,51.877306542949555,0.8480818281594296
2025-02-08 01:50,98.49549260809971,96.6593237912526,1.8361688168471062
2025-02-08 02:00,91.62213204002109,92.34565467174373,0.7235226317226449
2025-02-08 02:10,60.61695553391381,60.12559208555375,0.49136344836006174
2025-02-08 02:20,59.09124836035503,60.0943723997224,1.0031240393673713
2025-02-08 02:30,59.17022549267169,60.285130396136374,1.1149049034646836
2025-02-08 02:40,65.21211214797688,66.370974392443,1.1588622444661212
2025-02-08 02:50,76.2378215816119,76.15918750361948,0.07863407799241884
2025-02-08 03:00,71.5972509321058,72.63410127334606,1.0368503412402674
2025-02-08 03:10,64.5614570099021,65.45124145715448,0.8897844472523815
2025-02-08 03:20,80.59264473611897,80.00947788440544,0.5831668517135284
2025-02-08 03:30,56.97469303260209,57.724287359538394,0.7495943269363039
2025-02-08 03:40,64.6072324267609,63.410726212530825,1.1965062142300766
2025-02-08 03:50,68.31809216468459,68.58117114191738,0.2630789772327944
2025-02-08 04:00,72.8034992108518,72.01724715479334,0.7862520560584585
2025-02-08 04:10,89.25879806965068,87.9040883207169,1.3547097489337858
2025-02-08 04:20,59.98368910791799,58.96865280265504,1.0150363052629459
2025-02-08 04:30,75.71172192068059,76.30617636929804,0.594454448617455
2025-02-08 04:40,79.62072844310212,79.11075756203154,0.5099708810705863
2025-02-08 04:50,52.32252063599989,52.792935197663915,0.47041456166402895
2025-02-08 05:00,80.37724259507192,78.97982424155138,1.3974183535205356
2025-02-08 05:10,58.526206184364575,58.093791953469776,0.4324142308947998
2025-02-08 05:20,53.25257964926398,53.33670017697078,0.08412052770680134
2025-02-08 05:30,97.44427686266667,98.57744920526501,1.1331723425983427
2025-02-08 05:40,98.28160165372796,97.56906988142534,0.7125317723026257
2025-02-08 05:50,90.41986740582306,90.8751906684219,0.4553232625988386
2025-02-08 06:00,65.23068845866854,66.23779222855546,1.0071037698869247
2025-02-08 06:10,54.883605700319194,55.13796528173437,0.2543595814151729
2025-02-08 06:20,84.21165132560785,83.31213438153368,0.8995169440741648
2025-02-08 06:30,72.00762468698007,70.63775388605615,1.3698708009239198
2025-02-08 06:40,56.10191174223894,56.93244191661862,0.8305301743796818
2025-02-08 06:50,74.75884550556351,73.32727165944259,1.4315738461209264
2025-02-08 07:00,51.71942605576092,52.49460027389533,0.7751742181344099
2025-02-08 07:10,95.4660201039391,95.57652062469079,0.11050052075168537
2025-02-08 07:20,62.93899908000085,64.0443783389113,1.1053792589104532
2025-02-08 07:30,83.1261142176991,84.11958179302931,0.9934675753302145
2025-02-08 07:40,65.58555380447055,66.89184518036916,1.3062913758986099
2025-02-08 07:50,76.00340105889055,75.54954466834745,0.4538563905430948
2025-02-08 08:00,77.33551396716399,78.16203971318382,0.8265257460198256
2025-02-08 08:10,59.24272277627635,59.010327588357534,0.23239518791881864
2025-02-08 08:20,98.47923138822793,98.39995805044249,0.07927333778543755
2025-02-08 08:30,88.75664116805572,89.2093194338893,0.4526782658335833
2025-02-08 08:40,96.97494707820945,98.42443981311177,1.4494927349023214
2025-02-08 08:50,94.74136752138244,96.5758767160399,1.834509194657457
2025-02-08 09:00,79.89499894055426,80.75234710521364,0.8573481646593848
2025-02-08 09:10,96.09371175115584,95.77762794592455,0.3160838052312869
2025-02-08 09:20,54.424625102595975,54.25342047587538,0.1712046267205949
2025-02-08 09:30,59.79914312095726,60.36743184318608,0.5682887222288215
2025-02-08 09:40,52.2613644455269,51.71528993406677,0.5460745114601337
2025-02-08 09:50,66.26651653816322,65.23401559319437,1.0325009449688451
2025-02-08 10:00,69.4338644844741,69.03009866825748,0.40376581621661956
2025-02-08 10:10,63.567451588694794,63.02646458477515,0.5409870039196463
2025-02-08 10:20,91.43687545759647,90.6918774967329,0.7449979608635715
2025-02-08 10:30,67.83766633467947,67.11480919474262,0.7228571399368491
2025-02-08 10:40,64.04672548436903,62.87362821313772,1.1730972712313132
2025-02-08 10:50,77.13480415791243,75.6472561729619,1.487547984950524
2025-02-08 11:00,57.04621124873813,58.15911982776298,1.1129085790248467
2025-02-08 11:10,90.10984903770199,89.84951495708088,0.2603340806211065
2025-02-08 11:20,53.727532183988544,53.478938432486224,0.24859375150231955
2025-02-08 11:30,99.34434683002587,100.05822450838315,0.713877678357278
2025-02-08 11:40,88.61223846483287,87.61359231783125,0.9986461470016224
2025-02-08 11:50,59.93578407670862,61.01453513127426,1.078751054565636
2025-02-08 12:00,50.27610585618012,50.85195834642595,0.5758524902458291
2025-02-08 12:10,90.77307142274171,89.28225444624165,1.4908169765000565
2025-02-08 12:20,85.34286719238085,85.06151147612941,0.28135571625143996
2025-02-08 12:30,86.45035840204937,87.76135494467047,1.3109965426210977
2025-02-08 12:40,88.56351733429729,90.13899862091019,1.5754812866128987
